,rol,corte,fecha,folio,tramite,descripcion,fecha_ingreso,CLASIFICACION_CORRECTA,CLASIFICACION_NUM
2556,,,,,,La corte omite pronunciamiento sobre  la solicitud discrepancia en el cálculo de planes por la isapre,,Inadmisible/Omite,18
2561,,,,,,NHL lo obrado por la Ilustrísima Corte de Apelaciones de Valdivia,,Nhl,23
2563,,,,,,Incompetencia del tribunal para conocer el recurso. es inadmibible,,Incompetencia,19
2574,,,,,,"Debido a falta de pruebas, el la presente acción se archiva",,Archivado,6
2580,,,,,,"Por no cumplir con incumplimiento en entrega de información a afiliados de isapres, la multa es de de 50 a 100 UTM.",,Multa,22
2581,7893-2024,Temuco,04/12/2024,7.0,Resolución,Dese Cuenta en Sala turno,26/11/2024,Dese Cuenta,11
2585,,,,,,Valparaíso acumúlese 166-2020 (con 977-2049).,,Acumulación,2
2587,8253-2024,Concepción,12/06/2024,11.0,Resolución,Téngase presente la renuncia del pyp,12/04/2024,Téngase Presente,28
2591,19739-2023,Valparaíso,05/04/2024,8.0,Resolución,Agréguese Extraordinariamente a la tabla del 08 de abril,28/06/2023,Agréguese A Tabla,4
2595,1064-2024,Puerto Montt,10/01/2025,24.0,Resolución,No ha lugar por ahora.,20/08/2024,Nhl,23
2597,,,,,,Al folio n 52: art 125,,Art / Numeral,7
2600,,,,,,Concepción Acum. 130-2007 (con 282-2034).,,Acumulación,2
2604,273-2024,Talca,11/03/2024,12.0,Resolución,"A lo principal y primer otrosí de folio 8, dejase su resolución para definitiva. Habiéndose evacuado el informe, en relación.",04/02/2024,Evacua Informe,12
2606,,,,,,"Por aumento injustificado de costos por la isapre, se retira el demanda",,Retira,27
2610,345-2024,Chillan,08/04/2024,9.0,Resolución,Rechaza reposición,28/03/2024,Nhl,23
2611,,,,,,El demanda ha sido rechazao sin costas por discrepancia en el cálculo de planes por la isapre,,Rechazada,26
2612,11993-2021,Concepción,02/11/2021,6.0,Resolución,Concede ampliación (GC),13/10/2021,Ica Amplia Plazo,15
2614,1229-2024,Talca,19/06/2024,10.0,Resolución,"Rep. Rechaza/Concede recurso, interconexión",19/04/2024,Concede Apelación,9
2615,,,,,,Concedida la apelacion de la parte Rda.,,Concede Apelación,9
2619,2670-2024,Rancagua,09/01/2025,13.0,Resolución,Ev. Informe. Pase a presidencia,12/12/2024,Evacua Informe,12
2624,,,,,,"Acogida la acción, se dispone mantener Plan GES sin alza, no se pronuncia por costas.",,Acoge,0
2625,,,,,,En vista y consideración lo informado por la Ilustrísima Corte de Apelaciones de Ilustrísima Corte de Apelaciones concédase el recurso vista,,Concede Apelación,9
2626,19386-2023,Concepción,20/11/2023,5.0,Resolución,Concede ampliación de plazo por el tiempo solicitado,01/11/2023,Ica Amplia Plazo,15
2627,1360-2024,Concepción,07/03/2024,11.0,Resolución,Ev informe Isapre,12/02/2024,Evacua Informe,12
2636,,,,,,"Se acumula a 637-2023, con 570-2014 de la corte de TEM",,Acumulación,2
2640,,,,,,Cump//incompetencia .,,Cs,10
2645,,,,,,Se impuso una multa de de 500 a 1000 UTM por contaminación ambiental,,Multa,22
2663,1065-2024,Rancagua,08/04/2024,7.0,Resolución,Dese Cuenta Admisibilidad // Inicio tramitación,08/04/2024,Dese Cuenta,11
2670,273-2024,Talca,01/03/2024,10.0,Resolución,Traslado,04/02/2024,Ica Informa,16
2672,,,,,,Se informa que la Corte de Apelaciones de Ccp ha fijado los valores en 3 dólares.,,Fija Costas,14
2673,12226-2023,Santiago,19/07/2023,7.0,Resolución,1° Ampliación de Plazo,09/08/2023,Ica Amplia Plazo,15
2679,,,,,,"La corte omite pronunciamiento sobre, la demanda, incumplimiento de cobertura por parte de la isapre",,Inadmisible/Omite,18
2686,,,,,,"Se prescinde, de la Dmte., por no dar cumplimiento.",,Prescinde,25
2690,12462-2023,Santiago,20/07/2023,4.0,Resolución,Rechaza Repo/Concede Apelación,11/08/2023,Rechazada,26
2692,,,,,,"Por falta de transparencia en contratos de isapres, se multó con un rango de de 1 a 5 UTM.",,Multa,22
2693,,,,,,la corte de Valdivia de por aceptada la o.n.iA la resolución del folio 17: aceptada la o.n.i,,Oni,24
2695,,,,,,Revuelve causa fallada a favor de la parte Fiscalía,,Fallo/Desestima,13
2698,,,,,,(PB)desarch/Incomp(jbl),,Incompetencia,19
2699,,,,,,El archivo del recurso se debe a desistimiento.,,Archivado,6
2717,,,,,,Según lo informado por Acusado en el folio 31: N.H.L.,,Nhl,23
2721,,,,,,Tse. por omite pronunciamiento sobre (la petición) prescripción.,,Inadmisible/Omite,18
2724,,,,,,T.Por la certificación por la parte Rcte.,,Certifiquese,8
2726,218-2024,Copiapó,03/06/2024,14.0,Resolución,Agréguese Extraordinariamente a la tabla del jueves 06 de junio,23/04/2024,Agréguese A Tabla,4
2731,165683-2022,Valparaíso,22/03/2023,12.0,Resolución,"NMV7/Prescinde informe, en rel",30/11/2022,Prescinde,25
2732,10405-2023,Temuco,10/12/2024,31.0,Resolución,Pide informe cumplimiento de sentencia dentro de 05 días,11/07/2023,Ica Solicita Diligencia,17
2738,,,,,,No ha lugar lo Petic. por lo que se desestima,,Fallo/Desestima,13
2739,729-2024,Valdivia,02/04/2024,3.0,Resolución,Interpuesto Recurso (sm),25/03/2024,Admisibles,3
2740,,,,,,El ministro de la Corte Suprema se declara inhábil  por haber emitido opinión pública sobre el caso,,Inhabilidad,20
2741,11278-2021,Concepción,31/01/2023,23.0,Resolución,Fija Costas / Oficio (LUC),22/09/2021,Fija Costas,14
2747,1880-2024,Valdivia,31/07/2024,3.0,Resolución,"Deniega O.N.I. // Se declara admisible, 06 días.",18/07/2024,Admisibles,3
2752,,,,,,Declara inab. Ministro Pérez,,Inhabilidad,20
2760,3482-2024,Temuco,03/07/2024,9.0,Resolución,Agréguese Extraordinariamente a la tabla del 05 de julio,,Agréguese A Tabla,4
2761,,,,,,al folio 54: Cump/revocada acogiendo el planrevocada sin referirse al plan de salud,,Cs,10
2766,23154-2024,Santiago,28/11/2024,6.0,Resolución,Int. Rec. Protección AE,21/11/2024,Admisibles,3
2770,2527-2024,San Miguel,07/06/2024,10.0,Resolución,"Al escrito folio 9: A lo principal, atendido que la abogada Javiera Juacida Gaete actúa en autos como agente oficioso; que a la fecha no consta constitución de patrocinio y poder y en virtud de lo señalado en el del Auto Acordado de la Excma. Corte Suprema sobre Tramitación del Recurso de Protección de Garantías Constitucionales, no ha lugar a lo solicitado. Al otrosí, a sus antecedentes. Al escrito folio 10: A lo principal, téngase presente. Al primer otrosí, a sus antecedentes. Al segundo otrosí, atendido que no se encuentra habilitada la forma de notificación indicada en el sistema informático Sitcorte, no ha lugar",19/04/2024,Ica Informa,16
2772,,,,,,tengase por acumulado al rol 645-2033,,Acumulación,2
2774,,,,,,Téngase por concedida la ONI,,Oni,24
2783,,,,,,"Por discrepancia en el cálculo de planes por la isapre, se retira el recurso",,Retira,27
2799,18816-2024,Concepción,22/11/2024,28.0,Resolución,Agréguese Extraordinariamente a la tabla del 26 de noviembre// Ev. Informe FONDO NACIONAL DE SALUD. // Ev. Informe,30/08/2024,Agréguese A Tabla,4
2805,,,,,,La corte inadmisible. la demanda error procesal,,Inadmisible/Omite,18
2806,,,,,,(Plan Base)Ev. inf (QP),,Evacua Informe,12
2817,7406-2024,Valparaíso,10/01/2025,7.0,Resolución,No ha lugar la reposición.,31/12/2024,Nhl,23
2828,167738-2022,Valparaíso,25/01/2023,10.0,Resolución,"7/Por Evacuado Informe, en rel",30/11/2022,Evacua Informe,12
2833,14224-2023,Valparaíso,18/07/2024,16.0,Resolución,No ha lugar la apelación,09/05/2023,Nhl,23
2836,18892-2023,Concepción,26/02/2024,16.0,Resolución,Agréguese extraordinariamente a la tabla del 28 de febrero,18/10/2023,Agréguese A Tabla,4
2840,,,,,,Se rechazaa el apelación con costas repartidas por carecer de interés legítimo.,,Rechazada,26
2842,,,,,,Al folio 51: declara inadm,,Incompetencia,19
2855,616-2024,Talca,11/03/2024,5.0,Resolución,"dvirtiéndose un error en la resolución de folio 4, se rectifica ésta, sólo en cuanto nombre del recurrido, donde dice: ISAPRE COLMENA GOLDEN CROSS S.A., debe decir: ISAPRE NUEVA MASVIDA S.A. Manteniéndose incólume en lo demás",29/02/2024,Ica Informa,16
2857,,,,,,Prescinde de la Qdo. por no notificar.,,Prescinde,25
2858,278-2024,Talca,28/02/2024,6.0,Resolución,"Se declara admisible, 08 días.Concede O.N.I.",04/02/2024,Admisibles,3
2869,,,,,,"Debido a falta de fundamento, el apelación se rechazaa sin costas",,Rechazada,26
2881,,,,,,Según lo informado por Dmte. en el folio 41: nhl,,Nhl,23
2885,,,,,,Téngase por informado el numeral °14,,Art / Numeral,7
2886,2595-2024,Concepción,04/04/2024,8.0,Resolución,(PB24)Ampliación de plazo(JBC),18/03/2024,Ica Amplia Plazo,15
2888,6544-2024,Temuco,29/11/2024,14.0,Resolución,A lo Principal: Téngase acompañados sin formalidad.,28/09/2024,Téngase Presente,28
2890,,,,,,A la ampliación: dc. cuenta,,Dese Cuenta,11
2891,,,,,,El solicitud fue retirado debido a prescripción,,Retira,27
2892,,,,,,cfrt. lo solicitado por la Corte de de Santiago.,,Certifiquese,8
2910,1319-2019,Punta Arenas,09/12/2019,11.0,Resolución,Por evacuado Informe GES,02/10/2019,Evacua Informe,12
2913,18849-2024,Concepción,08/01/2025,29.0,Resolución,Pide informe cumplimiento de sentencia dentro de 10 días hábiles,03/09/2024,Ica Solicita Diligencia,17
2925,22246-2024,Concepción,09/12/2024,4.0,Sentencia,Se declara  incompetente.,,Incompetencia,19
2926,22180-2024,Concepción,27/12/2024,10.0,Resolución,Rechaza reposición // Concede ampliación de plazo por el término de 08 días.,28/11/2024,Ica Amplia Plazo,15
2927,13256-2024,Concepción,31/05/2024,8.0,Resolución,"Atendido el mérito de los antecedentes y siendo el plan del recurrente de autos de aquellos denominados planes colectivos, materia que no es de tramitación masiva, pasen los antecedentes a la Sala de Cuenta para los fines pertinentes. Cámbiese de código PR16 al que corresponda, por la unidad respectivaPase U. cuenta (Plan colectivo",09/05/2024,Ica Informa,16
2934,,,,,,"Se acoge el demanda no costas, obligando a Isapre Cruz Blanca a respetar el GES2026.",,Acoge,0
2938,19162-2023,Concepción,19/12/2023,15.0,Resolución,"Téngase presente, sin perjuicio del estado procesal de la causa.",24/10/2023,Téngase Presente,28
2940,,,,,,La Corte de Apelaciones de stgo manifiesta que losvalores están fijados en 200.000 UF,,Fija Costas,14
2945,207-2024,Punta Arenas,10/04/2024,3.0,Resolución,Se Pronuncia Incompetencia // Dese Cuenta en Sala,09/04/2024,Dese Cuenta,11
2948,26656-2024,Santiago,06/01/2025,8.0,Resolución,"Cumple previo // Se declara admisible, 10 días.  Concede ONI.",20/12/2024,Admisibles,3
2963,,,,,,"Debido a por no dar cumplimiento a lo solicitado, la solicitud es inadmisible.a.",,Inadmisible/Omite,18
2964,,,,,,El solicitud inicia su tramtiacion.,,Inicio Tramitación,21
2968,30034-2022,San Miguel,21/06/2024,10.0,Resolución,Agréguese Extraordinariamente a la tabla del 25 de junio,28/11/2022,Agréguese A Tabla,4
2972,7417-2023,Antofagasta,22/12/2023,17.0,Resolución,Concede Recurso PB,03/09/2023,Concede Apelación,9
2973,,,,,,El acción ha sido archivado por falta de pruebas.,,Archivado,6
2974,645-2024,Chillan,11/06/2024,12.0,Resolución,Mero Trámite al escrito del recurrente: No confiriéndose patronicio y poder no ha lugar,23/05/2024,Ica Informa,16
2987,,,,,,A.R./Agrégue Extra 5-3,,Agréguese A Tabla,4
2989,491-2024,Valdivia,20/08/2024,25.0,Resolución,Dese Cuenta Primera Sala,28/02/2024,Dese Cuenta,11
3001,,,,,,El acción es archivado por por no dar cumplimiento a lo solicitado,,Archivado,6
3010,6172-2024,Valparaíso,13/12/2024,13.0,Resolución,Agréguese Extraordinariamente a la tabla del 19 de diciembre,09/10/2024,Agréguese A Tabla,4
3011,,,,,,El la presente acción es retirado por falta de pruebas.,,Retira,27
3015,19707-2024,Concepción,13/11/2024,8.0,Resolución,Concede ampliación de plazo por el término de 08 días.,24/10/2024,Ica Amplia Plazo,15
3019,,,,,,La C.A. impone una multa de de 50 a 100 UTMLa multa por infracciones viales graves es de de 50 a 100 UTM.,,Multa,22
3020,,,,,,(PB2024) pide cta.(VJ),,Ica Solicita Diligencia,17
3022,,,,,,Tgse. por cúmplase corte suprema,,Cs,10
3024,,,,,,En vista y consideración lo informado por la Corte de Apelaciones de de Ilustrísima Corte de Apelaciones concédase la apelación,,Concede Apelación,9
3030,150889-2022,Valparaíso,13/03/2023,11.0,Resolución,(.11) Estese al merito,05/11/2022,Ica Informa,16
3033,,,,,,El juez de la Corte de Apelaciones se declara inhábil  por parentesco con la parte interesada,,Inhabilidad,20
3045,,,,,,La comisión de falta de seguridad laboral se multa con de 1 a 10 UTM.,,Multa,22
3046,12462-2023,Santiago,21/08/2024,64.0,Resolución,Téngase presente el informe cumplimiento,11/08/2023,Ica Solicita Diligencia,17
3053,,,,,,Teng. pres. la certificación por la parte Acus.,,Certifiquese,8
3057,11288-2022,Valparaíso,06/06/2022,12.0,Resolución,Cambio de Código a PR15,09/03/2022,Ica Informa,16
3058,,,,,,Según lo informado por Dmand. en el folio 99: no ha lugar,,Nhl,23
3071,,,,,,"En Concepción, la Corte de Apelaciones establece los tarifas en 300.000 unidades.",,Fija Costas,14
3074,,,,,,El apelación fue retirado debido a falta de información proporcionada por la isapre,,Retira,27
3082,1934-2023,Antofagasta,01/06/2023,12.0,Sentencia,Acogida con costas GES.,27/04/2023,Acoge,0
3088,,,,,,d. cuenta lo solicitado por la corte de C.A.,,Dese Cuenta,11
3097,1449-2024,Puerto Montt,19/11/2024,10.0,Resolución,Evac. informe Isapre,23/10/2024,Evacua Informe,12
3099,938-2024,Antofagasta,17/06/2024,9.0,Resolución,Renuncia P y P Asume P y P,15/04/2024,Téngase Presente,28
3102,,,,,,"Previo a proveer, hágase coincidir la suma con el cuerpo del escrito, dentro del plazo establecido, bajo Aperc..",,Apercibe,5
3104,,,,,,(PB2024)NHL/pide cuenta(AT),,Ica Solicita Diligencia,17
3108,,,,,,El Apercibimiento se efectúa debido a la inacción de la parte Rcta..,,Apercibe,5
3111,1460-2019,Punta Arenas,24/02/2020,13.0,Resolución,Pide Informe Oni,04/10/2019,Ica Solicita Diligencia,17
3114,,,,,,(PB)AER pres. Fun (VGc),,Prescinde,25
3117,,,,,,Nota acuerdo: redacción Tomás Silva,,Acuerdo,1
3124,13620-2023,Concepción,29/02/2024,17.0,Resolución,Estese al mérito (LALL),01/07/2023,Ica Informa,16
3127,,,,,,solicita presentar los documentos requeridos para la resolución del caso para garantizar la transparencia del proceso.,,Ica Solicita Diligencia,17
3129,671-2024,La Serena,29/04/2024,3.0,Resolución,"Se declara admisible, 08 días.",29/04/2024,Admisibles,3
3144,5509-2024,San Miguel,07/01/2025,18.0,Resolución,Acum:Protección-5498-2024,28/11/2024,Acumulación,2
3151,,,,,,(PBEx24)T.pte/v.e.forma (JBC),,Téngase Presente,28
3165,,,,,,La sanción por negativa injustificada de cobertura por parte de isapres consiste en una multa de de 500 a 1000 UTM.,,Multa,22
3171,,,,,,La Corte de Apelaciones de Santiago fija los valores en 300.000 dólares.,,Fija Costas,14
3172,1160-2024,Chillan,09/12/2024,7.0,Resolución,NHL Reposición,05/12/2024,Nhl,23
3173,,,,,,Resolviendo el folio 55: Tng. por desestimado,,Fallo/Desestima,13
3177,,,,,,transcurrido el plazo de 47 dias dese estricto cumplimiento al articulo 125,,Art / Numeral,7
3180,12574-2021,Concepción,15/03/2022,22.0,Resolución,En Relación (PB),28/10/2021,Evacua Informe,12
3182,,,,,,Acumulado a 919-2028  con 980-2016.,,Acumulación,2
3183,,,,,,Se ha rechazao el apelación con costas al demandado por discrepancia en el cálculo de planes por la isapre.,,Rechazada,26
3186,16913-2023,Santiago,02/02/2024,7.0,Resolución,"Cúmplase Admisible: Se declara admisible, 05 días. // Dese Cuenta ONI",16/12/2023,Admisibles,3
3197,,,,,,certificación lo solicitado por la Corte Apel. de Valparaíso.,,Certifiquese,8
3198,1283-2019,Punta Arenas,03/08/2020,19.0,Resolución,Cúmplase,01/10/2019,Cs,10
3202,,,,,,Teng. por inf Imputado(costas),,Téngase Presente,28
3204,,,,,,Se archiva el recurso debido a falta de pruebas.,,Archivado,6
3207,19570-2024,Concepción,08/11/2024,8.0,Resolución,Concede ampliación de plazo por 10 días hábiles.,21/10/2024,Ica Amplia Plazo,15
3217,1725-2024,Concepción,28/02/2024,2.0,Resolución,"Se declara admisible, 10 días. Deniega ONI.",26/02/2024,Admisibles,3
3225,,,,,,La parte retira el solicitud por desistimiento.,,Retira,27
3227,,,,,,Tse. desestimado el recurso.,,Fallo/Desestima,13
3235,,,,,,dc cuenta el escrito de la Atr.,,Dese Cuenta,11
3239,,,,,,según lo estipulado por la C.A. de Excelentísima Corte de Apelaciones se concede la apelación elévense,,Concede Apelación,9
3240,13104-2020,Rancagua,21/11/2024,28.0,Resolución,Téngase presente lo informado,14/10/2020,Téngase Presente,28
3242,9206-2024,Concepción,25/04/2024,7.0,Resolución,Acum:Protección-6943-2024 // Acumulación Autos (LUC),18/04/2024,Acumulación,2
3244,2278-2018,San Miguel,27/04/2018,4.0,Resolución,Acoge a Tramitación,17/08/2018,Admisibles,3
3247,18940-2024,Concepción,04/11/2024,13.0,Resolución,Agréguese Extraordinariamente a la tabla del 06 de noviembre// ER/Cumple lo ordenado,10/09/2024,Agréguese A Tabla,4
3248,,,,,,"Ante la inactividad, se declara Apcb. y se procede a archivar la causa.",,Apercibe,5
3253,2302-2024,Concepción,21/03/2024,8.0,Resolución,"Atendido que los argumentos vertidos no logran desvirtuar lo resuelto, no ha lugar a la reposición. A sus antecedentes los documentos acompañados. Téngase presente el patrocinio. Sin perjuicio de lo anterior y no habiendo informado la isapre recurrida, pídase cuenta y reitérese la petición de informe respecto del asunto motivo del presente recurso, dentro del plazo de cinco días hábiles, bajo apercibimiento, en caso de incumplimiento, de prescindir del mismo, y de aplicarle alguna de las medidas que contempla el Nº 15 del Auto Acordado de la Excma. Corte Suprema sobre Tramitación y Fallo del Recurso de Protección de Garantías Constitucionales. Ofíciese",13/03/2024,Apercibe,5
3256,1338-2019,Punta Arenas,10/08/2020,28.0,Resolución,Consignación de Costas Banco B,02/10/2019,Téngase Presente,28
3261,,,,,,certif. lo solicitado por la Apelaciones de de Talca.,,Certifiquese,8
3268,,,,,,Dese cuenta la oni.,,Oni,24
3271,,,,,,"La multa por incumplimiento de normas de protección al consumidor, es de de 50 a 100 UTM.",,Multa,22
3275,,,,,,C/serevocada si costas,,Cs,10
3281,1335-2023,Rancagua,30/01/2024,16.0,Resolución,Estese a la Disponibilidad,21/09/2023,Ica Informa,16
3294,,,,,,"Por resolución de la Corte de Apelaciones de Santiago, se fijan los valores en 500.000 dólares.",,Fija Costas,14
3299,,,,,,Se rechazaa el la presente acción con costas repartidas por discrepancia en el cálculo de planes por la isapre,,Rechazada,26
3303,3201-2021,Valparaíso,15/05/2024,14.0,Resolución,"Ofíciese a la recurrida a fin de que informe sobre el cumplimiento del pago de las costas de estos autos y revalidación del vale vista, sin perjuicio de la comunicación que puedan tener las partes respecto de este punto. Requiérase por la vía más expedita sirviendo la presente resolución de suficiente y atento oficio remisor",23/11/2021,Ica Solicita Diligencia,17
